STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_COHORT_1415,ALL_RATE_1415,MAM_COHORT_1415,MAM_RATE_1415,MAS_COHORT_1415,MAS_RATE_1415,MBL_COHORT_1415,MBL_RATE_1415,MHI_COHORT_1415,MHI_RATE_1415,MTR_COHORT_1415,MTR_RATE_1415,MWH_COHORT_1415,MWH_RATE_1415,CWD_COHORT_1415,CWD_RATE_1415,ECD_COHORT_1415,ECD_RATE_1415,LEP_COHORT_1415,LEP_RATE_1415,DATE_CUR
ALABAMA,01,0101380,Etowah County,010138000505,Sardis High Sch,111,90-94,.,.,1,PS,.,.,2,PS,.,.,108,90-94,11,GE50,55,80-89,1,PS,26NOV16
ALABAMA,01,0101380,Etowah County,010138000506,Southside High Sch,195,90-94,.,.,3,PS,10,GE50,5,PS,.,.,177,90-94,18,GE80,74,85-89,2,PS,26NOV16
ALABAMA,01,0101380,Etowah County,010138000507,West End High Sch,61,80-84,.,.,.,.,.,.,1,PS,.,.,60,80-89,12,GE50,41,80-89,.,.,26NOV16
ALABAMA,01,0101380,Etowah County,010138001662,Hokes Bluff High Sch,93,90-94,.,.,1,PS,.,.,.,.,.,.,92,GE95,11,GE50,37,GE90,.,.,26NOV16
ALABAMA,01,0101410,Eufaula City,010141000511,Eufaula High Sch,180,85-89,.,.,2,PS,98,85-89,3,PS,1,PS,76,80-84,22,60-79,111,80-84,3,PS,26NOV16
ALABAMA,01,0101440,Fairfield City,010144000516,Fairfield High Preparatory Sch,145,90-94,.,.,.,.,143,90-94,1,PS,.,.,1,PS,18,GE80,115,90-94,1,PS,26NOV16
ALABAMA,01,0101470,Fayette County,010147000521,Berry High Sch,41,GE90,.,.,.,.,2,PS,.,.,.,.,39,GE90,2,PS,21,GE80,.,.,26NOV16
ALABAMA,01,0101470,Fayette County,010147000525,Hubbertville Sch,40,GE90,.,.,.,.,1,PS,.,.,.,.,39,GE90,2,PS,26,GE80,.,.,26NOV16
ALABAMA,01,0101470,Fayette County,010147001787,Fayette Co High Sch,110,85-89,.,.,2,PS,32,GE90,.,.,.,.,76,85-89,8,GE50,53,80-89,.,.,26NOV16
ALABAMA,01,0101530,Florence City,010153000528,Florence High Sch,291,GE95,.,.,3,PS,103,90-94,16,GE80,3,PS,166,GE95,20,GE80,117,90-94,1,PS,26NOV16
ALABAMA,01,0101530,Florence City,010153000531,Florence Freshman Ctr,4,PS,.,.,.,.,.,.,.,.,.,.,4,PS,1,PS,3,PS,.,.,26NOV16
ALABAMA,01,0101560,Fort Payne City,010156000538,Fort Payne High Sch,193,GE95,.,.,2,PS,8,GE50,50,GE90,3,PS,130,GE95,8,GE50,106,GE95,10,GE50,26NOV16
ALABAMA,01,0101590,Franklin County,010159000541,Belgreen High Sch,28,GE80,.,.,.,.,.,.,6,GE50,.,.,22,GE80,3,PS,25,GE80,3,PS,26NOV16
ALABAMA,01,0101590,Franklin County,010159000544,Phil Campbell High Sch,55,80-89,.,.,.,.,.,.,1,PS,1,PS,53,80-89,8,GE50,32,80-89,.,.,26NOV16
ALABAMA,01,0101590,Franklin County,010159000545,Red Bay High Sch,55,GE90,.,.,.,.,2,PS,1,PS,1,PS,51,GE90,3,PS,27,GE80,.,.,26NOV16
ALABAMA,01,0101590,Franklin County,010159000548,Vina High Sch,35,GE90,.,.,.,.,.,.,.,.,.,.,35,GE90,4,PS,22,GE80,.,.,26NOV16
ALABAMA,01,0101590,Franklin County,010159001869,Tharptown High Sch,52,GE90,.,.,.,.,.,.,12,GE50,.,.,40,GE90,11,GE50,40,GE90,3,PS,26NOV16
ALABAMA,01,0101620,Gadsden City,010162001368,C I T Y Prog,13,LT50,.,.,.,.,5,PS,.,.,.,.,8,LT50,.,.,12,LT50,.,.,26NOV16
ALABAMA,01,0101620,Gadsden City,010162001824,Gadsden City High Sch,384,83,.,.,9,GE50,191,85-89,29,GE80,2,PS,153,75-79,52,70-79,247,80-84,6,GE50,26NOV16
ALABAMA,01,0101640,Geneva City,010164000567,Geneva High Sch,98,GE95,1,PS,1,PS,10,GE50,1,PS,2,PS,83,GE95,15,GE50,53,GE90,1,PS,26NOV16
ALABAMA,01,0101660,Geneva County,010166000570,Geneva Co High Sch,36,GE90,.,.,.,.,9,GE50,3,PS,.,.,24,GE80,3,PS,19,GE80,.,.,26NOV16
ALABAMA,01,0101660,Geneva County,010166000571,Samson High Sch,39,GE90,.,.,.,.,7,GE50,.,.,.,.,32,GE90,6,GE50,27,GE80,.,.,26NOV16
ALABAMA,01,0101660,Geneva County,010166001519,Slocomb High Sch,97,90-94,.,.,1,PS,13,GE50,6,GE50,3,PS,74,GE95,17,GE80,52,GE90,.,.,26NOV16
ALABAMA,01,0101680,Greene County,010168000576,Greene Co High Sch,101,85-89,.,.,.,.,101,85-89,.,.,.,.,.,.,11,LT50,81,80-84,.,.,26NOV16
ALABAMA,01,0101690,Guntersville City,010169000582,Guntersville High Sch,153,90-94,1,PS,1,PS,12,GE50,1,PS,8,GE50,130,GE95,7,GE50,52,80-89,1,PS,26NOV16
ALABAMA,01,0101710,Hale County,010171000588,Hale Co High Sch,93,80-84,1,PS,.,.,20,60-79,1,PS,1,PS,70,80-84,4,PS,41,70-79,.,.,26NOV16
ALABAMA,01,0101710,Hale County,010171000589,Moundville Elem Sch,1,PS,.,.,.,.,.,.,.,.,.,.,1,PS,.,.,.,.,.,.,26NOV16
ALABAMA,01,0101710,Hale County,010171002162,Greensboro High Sch,90,85-89,.,.,.,.,90,85-89,.,.,.,.,.,.,9,GE50,83,85-89,.,.,26NOV16
ALABAMA,01,0101720,Haleyville City,010172000594,Haleyville High Sch,129,90-94,.,.,2,PS,2,PS,8,GE50,4,PS,113,90-94,17,40-59,66,85-89,.,.,26NOV16
ALABAMA,01,0101730,Hartselle City,010173000599,Hartselle High Sch,257,97,1,PS,3,PS,16,GE80,1,PS,.,.,236,GE95,10,GE50,50,80-89,.,.,26NOV16
ALABAMA,01,0101740,Henry County,010174000600,Abbeville High Sch,63,GE95,.,.,1,PS,48,GE90,1,PS,.,.,13,GE50,7,GE50,50,GE90,.,.,26NOV16
ALABAMA,01,0101740,Henry County,010174000604,Headland High Sch,128,85-89,.,.,3,PS,28,GE80,4,PS,.,.,93,85-89,14,GE50,56,80-89,1,PS,26NOV16
ALABAMA,01,0101740,Henry County,010174000605,Headland Middle Sch,3,PS,.,.,.,.,2,PS,.,.,.,.,1,PS,.,.,2,PS,.,.,26NOV16
ALABAMA,01,0101760,Homewood City,010176000608,Homewood High Sch,258,95,1,PS,11,GE50,74,90-94,18,GE80,1,PS,153,GE95,10,GE50,73,90-94,4,PS,26NOV16
ALABAMA,01,0101770,Houston County,010177000611,Ashford High Sch,125,90-94,.,.,.,.,32,GE90,1,PS,1,PS,91,90-94,11,LT50,81,85-89,.,.,26NOV16
ALABAMA,01,0101770,Houston County,010177000612,Cottonwood High Sch,56,GE90,.,.,.,.,5,PS,1,PS,2,PS,48,GE90,6,GE50,32,GE90,.,.,26NOV16
ALABAMA,01,0101770,Houston County,010177000614,Houston Co High Sch,54,GE90,.,.,.,.,23,GE80,3,PS,.,.,28,GE80,5,PS,42,GE90,.,.,26NOV16
ALABAMA,01,0101770,Houston County,010177000615,Rehobeth High Sch,170,GE95,.,.,1,PS,18,GE80,3,PS,2,PS,146,GE95,24,GE80,71,GE95,.,.,26NOV16
ALABAMA,01,0101770,Houston County,010177000617,Wicksburg High Sch,80,90-94,.,.,.,.,7,GE50,5,PS,.,.,68,90-94,7,GE50,27,GE80,1,PS,26NOV16
ALABAMA,01,0101800,Huntsville City,010180000622,Chapman Elem Sch,1,PS,.,.,.,.,.,.,.,.,.,.,1,PS,.,.,1,PS,.,.,26NOV16
ALABAMA,01,0101800,Huntsville City,010180000629,Virgil Grissom High Sch,499,91,2,PS,30,GE80,71,80-84,22,GE80,10,GE50,364,93,34,50-59,129,80-84,5,PS,26NOV16
ALABAMA,01,0101800,Huntsville City,010180000631,Huntsville High Sch,443,94,2,PS,18,GE80,85,80-84,23,GE80,6,GE50,309,97,36,80-89,85,75-79,4,PS,26NOV16
ALABAMA,01,0101800,Huntsville City,010180000633,JO Johnson High Sch,156,85-89,1,PS,1,PS,148,85-89,4,PS,1,PS,1,PS,15,LT50,106,80-84,1,PS,26NOV16
ALABAMA,01,0101800,Huntsville City,010180000636,Lee High Sch,202,82,.,.,3,PS,173,80-84,2,PS,3,PS,21,60-79,24,60-79,116,75-79,2,PS,26NOV16
ALABAMA,01,0101800,Huntsville City,010180001374,New Century Tech Demo High Sch,84,GE95,.,.,7,GE50,35,GE90,5,PS,3,PS,34,GE90,4,PS,28,GE80,.,.,26NOV16
ALABAMA,01,0101800,Huntsville City,010180001651,Columbia High School,163,90-94,2,PS,5,PS,102,85-89,9,GE50,9,GE50,36,80-89,16,60-79,58,70-79,.,.,26NOV16
ALABAMA,01,0101830,Jackson County,010183000662,North Sand Mt Sch,66,90-94,11,GE50,.,.,.,.,.,.,.,.,55,GE90,6,GE50,45,GE90,.,.,26NOV16
ALABAMA,01,0101830,Jackson County,010183000663,Paint Rock Valley High Sch,6,GE50,1,PS,.,.,.,.,.,.,.,.,5,PS,.,.,5,PS,.,.,26NOV16
ALABAMA,01,0101830,Jackson County,010183000667,Section High Sch,61,GE95,17,GE80,1,PS,.,.,2,PS,.,.,41,GE90,5,PS,33,GE90,1,PS,26NOV16
ALABAMA,01,0101830,Jackson County,010183000668,Skyline High Sch,41,GE90,3,PS,.,.,.,.,1,PS,.,.,37,GE90,2,PS,22,GE80,.,.,26NOV16
ALABAMA,01,0101830,Jackson County,010183000671,Woodville High Sch,38,GE90,1,PS,.,.,.,.,.,.,.,.,37,GE90,3,PS,19,GE80,.,.,26NOV16
ALABAMA,01,0101830,Jackson County,010183001532,Pisgah High Sch,80,90-94,19,GE80,.,.,.,.,.,.,.,.,61,85-89,6,GE50,49,80-89,.,.,26NOV16
ALABAMA,01,0101830,Jackson County,010183001751,North Jackson High Sch,96,85-89,2,PS,.,.,14,GE50,6,GE50,.,.,74,85-89,5,PS,66,85-89,3,PS,26NOV16
ALABAMA,01,0101860,Jacksonville City,010186000673,Jacksonville High Sch,116,90-94,.,.,2,PS,29,60-79,1,PS,.,.,84,GE95,8,GE50,43,80-89,.,.,26NOV16
ALABAMA,01,0101890,Jasper City,010189000678,Walker High Sch,198,90-94,.,.,1,PS,37,GE90,5,PS,4,PS,151,90-94,17,GE80,80,85-89,.,.,26NOV16
ALABAMA,01,0101920,Jefferson County,010192000469,Clay-Chalkville High Sch,325,90,1,PS,3,PS,190,GE95,8,GE50,4,PS,119,85-89,43,80-89,166,90-94,4,PS,26NOV16
ALABAMA,01,0101920,Jefferson County,010192000698,Corner High Sch,120,GE95,.,.,.,.,.,.,.,.,.,.,120,GE95,12,GE50,27,GE80,.,.,26NOV16
ALABAMA,01,0101920,Jefferson County,010192000702,Erwin High Sch,210,88,.,.,.,.,197,85-89,6,GE50,1,PS,6,GE50,31,70-79,164,85-89,2,PS,26NOV16
ALABAMA,01,0101920,Jefferson County,010192000704,Fultondale High Sch,86,GE95,.,.,1,PS,32,GE90,10,GE50,.,.,43,GE90,11,GE50,50,GE90,1,PS,26NOV16
ALABAMA,01,0101920,Jefferson County,010192000706,Gardendale High Sch,256,89,1,PS,8,GE50,59,GE90,7,GE50,3,PS,178,90-94,30,60-79,82,80-84,5,PS,26NOV16
ALABAMA,01,0101920,Jefferson County,010192000717,Hueytown High Sch,269,89,1,PS,1,PS,123,90-94,11,GE50,4,PS,129,85-89,49,70-79,156,80-84,4,PS,26NOV16
ALABAMA,01,0101920,Jefferson County,010192000725,McAdory High Sch,266,92,.,.,1,PS,117,90-94,13,GE50,1,PS,134,90-94,44,80-89,121,85-89,3,PS,26NOV16
ALABAMA,01,0101920,Jefferson County,010192000728,Mortimer Jordan High Sch,187,GE95,.,.,1,PS,12,GE50,2,PS,2,PS,170,GE95,13,GE50,47,GE90,.,.,26NOV16
ALABAMA,01,0101920,Jefferson County,010192000732,Oak Grove High Sch,128,90-94,.,.,.,.,4,PS,.,.,.,.,124,90-94,20,GE80,39,80-89,.,.,26NOV16
ALABAMA,01,0101920,Jefferson County,010192000734,Pinson Valley High Sch,259,90,.,.,.,.,99,90-94,33,70-79,2,PS,125,90-94,31,70-79,125,85-89,13,GE50,26NOV16
ALABAMA,01,0101920,Jefferson County,010192000737,Pleasant Grove High Sch,134,GE95,.,.,.,.,102,GE95,1,PS,.,.,31,GE90,16,GE80,66,GE95,.,.,26NOV16
ALABAMA,01,0101920,Jefferson County,010192000744,Shades Valley High Sch,318,95,.,.,7,GE50,201,GE95,20,GE80,3,PS,87,90-94,29,GE80,156,GE95,1,PS,26NOV16
ALABAMA,01,0101920,Jefferson County,010192001680,William E Burkett Multi-Handicapped Ctr,6,LT50,.,.,.,.,3,PS,.,.,1,PS,2,PS,6,LT50,3,PS,.,.,26NOV16
ALABAMA,01,0101920,Jefferson County,010192001752,Minor High Sch,242,85,.,.,.,.,207,85-89,5,PS,1,PS,29,60-79,38,70-79,179,80-84,2,PS,26NOV16
ALABAMA,01,0101950,Lamar County,010195000756,Sulligent Sch,55,70-79,.,.,.,.,14,GE50,2,PS,1,PS,38,70-79,7,GE50,31,60-69,.,.,26NOV16
ALABAMA,01,0101950,Lamar County,010195001511,Lamar Co High-Intermediate,80,90-94,.,.,.,.,10,GE50,3,PS,.,.,67,90-94,4,PS,35,80-89,1,PS,26NOV16
ALABAMA,01,0101950,Lamar County,010195001720,South Lamar Sch,44,GE90,.,.,.,.,10,GE50,.,.,.,.,34,GE90,1,PS,21,GE80,.,.,26NOV16
ALABAMA,01,0101980,Lanett City,010198000759,Lanett Senior High Sch,60,80-89,.,.,.,.,54,80-89,.,.,.,.,6,GE50,5,PS,48,GE90,.,.,26NOV16
ALABAMA,01,0102010,Lauderdale County,010201000764,Brooks High Sch,111,GE95,.,.,1,PS,1,PS,4,PS,.,.,105,GE95,10,GE50,37,80-89,.,.,26NOV16
ALABAMA,01,0102010,Lauderdale County,010201000765,Central High Sch,122,90-94,.,.,.,.,14,GE50,3,PS,.,.,105,90-94,13,GE50,62,85-89,1,PS,26NOV16
ALABAMA,01,0102010,Lauderdale County,010201000767,Lauderdale Co High Sch,91,GE95,.,.,2,PS,1,PS,1,PS,.,.,87,GE95,7,GE50,29,GE80,.,.,26NOV16
ALABAMA,01,0102010,Lauderdale County,010201000770,Lexington Sch,73,GE95,2,PS,.,.,.,.,.,.,1,PS,70,GE95,2,PS,20,GE80,.,.,26NOV16
ALABAMA,01,0102010,Lauderdale County,010201000772,Rogers High Sch,105,90-94,.,.,.,.,.,.,2,PS,.,.,103,90-94,9,LT50,38,80-89,1,PS,26NOV16
ALABAMA,01,0102010,Lauderdale County,010201000774,Waterloo High Sch,23,GE80,.,.,.,.,.,.,.,.,.,.,23,GE80,5,PS,14,GE50,.,.,26NOV16
ALABAMA,01,0102010,Lauderdale County,010201000775,Wilson High Sch,101,90-94,.,.,.,.,.,.,1,PS,.,.,100,90-94,7,GE50,52,80-89,.,.,26NOV16
ALABAMA,01,0102040,Lawrence County,010204000776,R A Hubbard High Sch,35,GE90,.,.,.,.,27,GE80,1,PS,.,.,7,GE50,3,PS,31,GE90,.,.,26NOV16
ALABAMA,01,0102040,Lawrence County,010204000780,Hatton High Sch,74,GE95,26,GE80,.,.,2,PS,.,.,.,.,46,GE90,2,PS,25,GE80,.,.,26NOV16
ALABAMA,01,0102040,Lawrence County,010204000783,Lawrence Co High Sch,165,GE95,12,GE50,.,.,7,GE50,3,PS,.,.,143,90-94,10,GE50,65,90-94,.,.,26NOV16
ALABAMA,01,0102040,Lawrence County,010204001546,East Lawrence High Sch,104,85-89,4,PS,.,.,16,GE80,2,PS,.,.,82,85-89,7,GE50,67,80-84,1,PS,26NOV16
ALABAMA,01,0102040,Lawrence County,010204002211,Lawrence County Developmental,4,PS,1,PS,.,.,2,PS,.,.,.,.,1,PS,4,PS,2,PS,.,.,26NOV16
ALABAMA,01,0102070,Lee County,010207000790,Beauregard High Sch,173,80-84,.,.,.,.,48,80-89,2,PS,.,.,123,80-84,18,60-79,100,75-79,.,.,26NOV16
ALABAMA,01,0102070,Lee County,010207000791,Beulah High Sch,92,85-89,.,.,.,.,11,GE50,.,.,.,.,81,90-94,9,GE50,58,80-89,.,.,26NOV16
ALABAMA,01,0102070,Lee County,010207000792,Loachapoka High Sch,46,GE90,.,.,.,.,41,GE90,2,PS,.,.,3,PS,4,PS,38,GE90,.,.,26NOV16
ALABAMA,01,0102070,Lee County,010207000795,Smiths Station High Sch,448,89,2,PS,3,PS,103,90-94,9,GE50,3,PS,328,88,30,60-79,168,80-84,1,PS,26NOV16
ALABAMA,01,0102070,Lee County,010207002197,Smith Station Freshman Ctr,5,PS,.,.,.,.,2,PS,.,.,.,.,3,PS,.,.,2,PS,.,.,26NOV16
ALABAMA,01,0102100,Limestone County,010210000797,Ardmore High Sch,146,90-94,.,.,4,PS,1,PS,.,.,.,.,141,90-94,16,60-79,50,80-89,.,.,26NOV16
ALABAMA,01,0102100,Limestone County,010210000799,Clements High Sch,77,90-94,.,.,.,.,3,PS,4,PS,.,.,70,90-94,5,PS,35,80-89,1,PS,26NOV16
ALABAMA,01,0102100,Limestone County,010210000800,East Limestone High Sch,185,GE95,.,.,.,.,31,GE90,5,PS,.,.,149,90-94,14,GE50,43,GE90,1,PS,26NOV16
ALABAMA,01,0102100,Limestone County,010210000808,Tanner High Sch,67,90-94,.,.,.,.,28,GE80,13,GE50,1,PS,25,GE80,8,GE50,43,80-89,2,PS,26NOV16
ALABAMA,01,0102100,Limestone County,010210000810,West Limestone High Sch,112,90-94,.,.,2,PS,5,PS,5,PS,1,PS,99,GE95,14,GE50,43,80-89,1,PS,26NOV16
ALABAMA,01,0102100,Limestone County,010210001549,Elkmont High Sch,102,85-89,.,.,1,PS,4,PS,5,PS,.,.,92,85-89,14,GE50,48,70-79,.,.,26NOV16
ALABAMA,01,0102130,Linden City,010213000813,Linden High Sch,47,GE90,.,.,.,.,45,GE90,.,.,.,.,2,PS,7,GE50,46,GE90,.,.,26NOV16
ALABAMA,01,0102160,Lowndes County,010216000815,Calhoun High Sch,75,80-84,.,.,.,.,75,80-84,.,.,.,.,.,.,5,PS,72,80-84,.,.,26NOV16
ALABAMA,01,0102160,Lowndes County,010216000817,Central High Sch,66,85-89,.,.,.,.,65,85-89,.,.,1,PS,.,.,7,GE50,63,85-89,.,.,26NOV16
ALABAMA,01,0102190,Macon County,010219000824,Notasulga High Sch,40,80-89,.,.,.,.,30,GE80,9,GE50,.,.,1,PS,6,GE50,40,80-89,2,PS,26NOV16
ALABAMA,01,0102190,Macon County,010219001811,Booker T Washington High,162,85-89,.,.,.,.,162,85-89,.,.,.,.,.,.,25,GE80,161,85-89,.,.,26NOV16
ALABAMA,01,0102220,Madison County,010222000556,Madison Co High Sch,145,90-94,13,GE50,.,.,22,GE80,3,PS,1,PS,106,85-89,13,GE50,58,80-89,.,.,26NOV16
ALABAMA,01,0102220,Madison County,010222000836,Hazel Green High Sch,340,94,20,GE80,1,PS,45,GE90,9,GE50,1,PS,264,90-94,28,GE80,104,85-89,1,PS,26NOV16
ALABAMA,01,0102220,Madison County,010222000843,New Hope High Sch,95,85-89,8,GE50,.,.,6,GE50,1,PS,.,.,80,85-89,10,LT50,37,80-89,.,.,26NOV16
ALABAMA,01,0102220,Madison County,010222000848,Sparkman High Sch,603,93,19,GE80,13,GE50,201,GE95,19,GE80,10,GE50,341,91,49,70-79,149,85-89,1,PS,26NOV16
ALABAMA,01,0102220,Madison County,010222001683,Buckhorn High Sch,353,93,25,GE80,7,GE50,76,90-94,8,GE50,3,PS,234,90-94,32,70-79,101,85-89,1,PS,26NOV16
ALABAMA,01,0102220,Madison County,010222001821,Sparkman Ninth Grade Sch,1,PS,.,.,.,.,.,.,.,.,.,.,1,PS,.,.,.,.,.,.,26NOV16
ALABAMA,01,0102250,Marengo County,010225000852,Amelia L. Johnson High Sch,28,GE80,.,.,.,.,28,GE80,.,.,.,.,.,.,4,PS,27,GE80,.,.,26NOV16
ALABAMA,01,0102250,Marengo County,010225000856,Marengo High Sch,26,GE80,.,.,.,.,26,GE80,.,.,.,.,.,.,4,PS,25,GE80,.,.,26NOV16
ALABAMA,01,0102250,Marengo County,010225000857,Sweet Water High Sch,40,GE90,.,.,.,.,22,GE80,1,PS,.,.,17,GE80,3,PS,23,GE80,.,.,26NOV16
ALABAMA,01,0102310,Marion County,010231000862,Brilliant High Sch,26,GE80,.,.,.,.,.,.,.,.,.,.,26,GE80,3,PS,19,GE80,.,.,26NOV16
ALABAMA,01,0102310,Marion County,010231000863,Marion Co High Sch,31,GE90,.,.,1,PS,4,PS,.,.,1,PS,25,GE80,.,.,17,GE80,.,.,26NOV16
ALABAMA,01,0102310,Marion County,010231000866,Hackleburg Sch,42,GE90,.,.,.,.,1,PS,1,PS,.,.,40,GE90,1,PS,25,GE80,.,.,26NOV16
ALABAMA,01,0102310,Marion County,010231000868,Hamilton High Sch,107,85-89,.,.,2,PS,5,PS,5,PS,.,.,95,85-89,5,PS,49,80-89,.,.,26NOV16
ALABAMA,01,0102310,Marion County,010231000869,Phillips High Sch,25,GE80,.,.,.,.,.,.,1,PS,.,.,24,GE80,2,PS,17,GE80,.,.,26NOV16
ALABAMA,01,0102310,Marion County,010231000985,Marion Co Alt Sch,10,LT50,.,.,.,.,3,PS,.,.,.,.,7,LT50,1,PS,6,LT50,.,.,26NOV16
ALABAMA,01,0102350,Midfield City,010235000891,Midfield High Sch,98,80-84,.,.,.,.,95,80-84,.,.,.,.,3,PS,12,GE50,90,85-89,.,.,26NOV16
ALABAMA,01,0102350,Midfield City,010235000892,Rutledge Sch,1,PS,.,.,.,.,1,PS,.,.,.,.,.,.,1,PS,1,PS,.,.,26NOV16
ALABAMA,01,0102370,Mobile County,010237000898,Ben C Rain High Sch,196,90-94,.,.,.,.,189,90-94,.,.,.,.,7,GE50,31,80-89,169,90-94,.,.,26NOV16
ALABAMA,01,0102370,Mobile County,010237000899,Baker High Sch,612,93,4,PS,15,GE50,189,GE95,19,GE80,9,GE50,376,92,60,80-89,231,85-89,7,GE50,26NOV16
ALABAMA,01,0102370,Mobile County,010237000900,Mattie T Blount High Sch,244,81,.,.,.,.,238,80-84,.,.,1,PS,5,PS,36,60-69,202,80-84,1,PS,26NOV16
ALABAMA,01,0102370,Mobile County,010237000901,Booker T Washington Middle Sch,1,PS,.,.,.,.,1,PS,.,.,.,.,.,.,.,.,1,PS,.,.,26NOV16
ALABAMA,01,0102370,Mobile County,010237000906,Citronelle High Sch,209,91,34,GE90,.,.,58,GE90,.,.,4,PS,113,85-89,24,GE80,145,90-94,.,.,26NOV16
ALABAMA,01,0102370,Mobile County,010237000912,WP Davidson High Sch,369,90,1,PS,33,GE90,227,85-89,18,GE80,3,PS,87,90-94,33,70-79,205,85-89,5,PS,26NOV16
ALABAMA,01,0102370,Mobile County,010237000934,Mary G Montgomery High Sch,498,84,4,PS,6,GE50,68,90-94,6,GE50,1,PS,413,82,59,70-79,241,80-84,2,PS,26NOV16
ALABAMA,01,0102370,Mobile County,010237000942,Murphy High Sch,597,88,1,PS,11,GE50,424,88,15,GE50,13,GE50,133,90-94,46,80-89,390,86,5,PS,26NOV16
ALABAMA,01,0102370,Mobile County,010237000955,Semmes Middle Sch,1,PS,.,.,.,.,.,.,.,.,.,.,1,PS,.,.,.,.,.,.,26NOV16
ALABAMA,01,0102370,Mobile County,010237000962,John L Leflore Preparatory Acad,251,86,.,.,.,.,250,85-89,.,.,1,PS,.,.,39,70-79,199,85-89,.,.,26NOV16
ALABAMA,01,0102370,Mobile County,010237000964,CF Vigor High Sch,214,83,1,PS,.,.,210,80-84,1,PS,1,PS,1,PS,32,60-69,187,80-84,.,.,26NOV16
ALABAMA,01,0102370,Mobile County,010237000969,Lillie B Williamson High Sch,150,80-84,.,.,.,.,148,80-84,1,PS,.,.,1,PS,16,40-59,137,80-84,.,.,26NOV16
ALABAMA,01,0102370,Mobile County,010237000989,Alma Bryant High Sch,399,87,.,.,32,GE90,52,GE90,14,GE50,6,GE50,295,85-89,41,60-69,233,85-89,3,PS,26NOV16
ALABAMA,01,0102370,Mobile County,010237001686,Continuous Learning Ctr,12,LT50,.,.,.,.,7,LT50,.,.,.,.,5,PS,10,LT50,9,LT50,.,.,26NOV16
ALABAMA,01,0102370,Mobile County,010237001688,Theodore High Sch,398,84,3,PS,10,GE50,91,90-94,14,GE50,2,PS,278,80-84,44,80-89,224,80-84,3,PS,26NOV16
ALABAMA,01,0102370,Mobile County,010237002177,Evening Educational Options,40,20-29,.,.,.,.,18,21-39,1,PS,.,.,21,LE20,1,PS,24,21-39,.,.,26NOV16
ALABAMA,01,0102400,Monroe County,010240000973,Monroe Co High Sch,143,80-84,.,.,.,.,124,80-84,.,.,.,.,19,60-79,7,GE50,112,75-79,.,.,26NOV16
ALABAMA,01,0102400,Monroe County,010240000975,Excel High Sch,87,90-94,.,.,1,PS,16,GE80,.,.,.,.,70,90-94,6,GE50,40,GE90,.,.,26NOV16
ALABAMA,01,0102400,Monroe County,010240000979,J F Shields High Sch,24,GE80,.,.,.,.,24,GE80,.,.,.,.,.,.,1,PS,20,GE80,.,.,26NOV16
ALABAMA,01,0102400,Monroe County,010240000980,J U Blacksher Sch,46,80-89,3,PS,.,.,14,GE50,.,.,.,.,29,GE80,2,PS,31,80-89,.,.,26NOV16
ALABAMA,01,0102430,Montgomery County,010243000504,Booker T Washington Magnet High Sch,107,GE95,.,.,9,GE50,58,GE90,3,PS,4,PS,33,GE90,4,PS,14,GE50,.,.,26NOV16
ALABAMA,01,0102430,Montgomery County,010243001011,Fews Secondary Alt,1,PS,.,.,.,.,1,PS,.,.,.,.,.,.,.,.,1,PS,.,.,26NOV16
ALABAMA,01,0102430,Montgomery County,010243001015,Carver Senior High Sch,353,76,.,.,.,.,342,77,4,PS,1,PS,6,GE50,38,50-59,281,75-79,1,PS,26NOV16
ALABAMA,01,0102430,Montgomery County,010243001024,Jefferson Davis High Sch,616,82,1,PS,9,GE50,563,83,27,60-79,1,PS,15,GE50,65,75-79,319,77,13,LT50,26NOV16
ALABAMA,01,0102430,Montgomery County,010243001035,Lee High Sch,458,75,1,PS,8,GE50,352,74,49,GE90,3,PS,45,50-59,54,60-69,264,65-69,8,GE50,26NOV16
ALABAMA,01,0102430,Montgomery County,010243001036,Lanier Senior High Sch,222,71,.,.,.,.,217,70-74,2,PS,.,.,3,PS,42,40-49,157,65-69,1,PS,26NOV16
ALABAMA,01,0102430,Montgomery County,010243001417,Loveless Academic Magnet Prog High Sch,104,GE95,.,.,22,GE80,39,GE90,.,.,.,.,43,GE90,.,.,4,PS,.,.,26NOV16
ALABAMA,01,0102430,Montgomery County,010243001457,Brewbaker Tech Magnet High Sch,132,GE95,.,.,6,GE50,76,GE95,2,PS,.,.,48,GE90,1,PS,19,GE80,1,PS,26NOV16
ALABAMA,01,0102430,Montgomery County,010243001691,Childrens Ctr,3,PS,.,.,.,.,2,PS,.,.,.,.,1,PS,3,PS,.,.,.,.,26NOV16
ALABAMA,01,0102430,Montgomery County,010243002157,Paterson Acad of Creative Ed,36,LE10,.,.,.,.,34,LE10,.,.,.,.,2,PS,6,LT50,25,LE20,.,.,26NOV16
ALABAMA,01,0102430,Montgomery County,010243002214,Park Crossing High School,8,LT50,.,.,1,PS,3,PS,1,PS,.,.,3,PS,3,PS,3,PS,1,PS,26NOV16
ALABAMA,01,0102480,Morgan County,010248001042,Danville High Sch,91,90-94,1,PS,.,.,2,PS,3,PS,.,.,85,90-94,8,GE50,47,80-89,.,.,26NOV16
