STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_COHORT_1314,ALL_RATE_1314,MAM_COHORT_1314,MAM_RATE_1314,MAS_COHORT_1314,MAS_RATE_1314,MBL_COHORT_1314,MBL_RATE_1314,MHI_COHORT_1314,MHI_RATE_1314,MTR_COHORT_1314,MTR_RATE_1314,MWH_COHORT_1314,MWH_RATE_1314,CWD_COHORT_1314,CWD_RATE_1314,ECD_COHORT_1314,ECD_RATE_1314,LEP_COHORT_1314,LEP_RATE_1314,INSERT_DATE,DATE_CUR
ALABAMA,01,0101230,Dothan City,010123001501,Northview High Sch,340,89,2,PS,7,GE50,171,80-84,8,GE50,.,.,152,90-94,36,50-59,165,85-89,2,PS,30AUG15,29AUG15
ALABAMA,01,0101260,Elba City,010126000461,Elba High Sch,56,80-89,.,.,.,.,30,GE80,.,.,.,.,26,GE80,5,PS,42,GE90,.,.,30AUG15,29AUG15
ALABAMA,01,0101290,Elmore County,010129000463,Elmore Co High Sch,127,90-94,.,.,.,.,12,GE50,.,.,.,.,115,90-94,7,GE50,60,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0101290,Elmore County,010129000465,Holtville High Sch,137,80-84,.,.,.,.,12,GE50,.,.,1,PS,124,80-84,2,PS,68,65-69,.,.,30AUG15,29AUG15
ALABAMA,01,0101290,Elmore County,010129000468,Stanhope Elmore High Sch,283,85,2,PS,4,PS,113,85-89,15,GE50,7,GE50,142,85-89,25,60-79,144,75-79,2,PS,30AUG15,29AUG15
ALABAMA,01,0101290,Elmore County,010129000471,Wetumpka High Sch,274,85,.,.,3,PS,95,80-84,7,GE50,3,PS,166,85-89,11,LT50,128,75-79,3,PS,30AUG15,29AUG15
ALABAMA,01,0101320,Enterprise City,010132000475,Dauphin Jr High Sch,6,LT50,.,.,.,.,2,PS,1,PS,.,.,3,PS,1,PS,4,PS,1,PS,30AUG15,29AUG15
ALABAMA,01,0101320,Enterprise City,010132000476,Enterprise High Sch,485,96,3,PS,8,GE50,106,90-94,28,GE80,4,PS,336,96,26,60-79,171,90-94,1,PS,30AUG15,29AUG15
ALABAMA,01,0101350,Escambia County,010135000484,Escambia Co High Sch,152,65-69,14,LT50,.,.,103,75-79,5,PS,2,PS,28,60-79,18,40-59,125,70-74,1,PS,30AUG15,29AUG15
ALABAMA,01,0101350,Escambia County,010135000487,Flomaton High Sch,61,90-94,2,PS,.,.,4,PS,3,PS,.,.,52,GE90,2,PS,26,GE80,.,.,30AUG15,29AUG15
ALABAMA,01,0101350,Escambia County,010135000492,W S Neal High Sch,94,85-89,1,PS,.,.,28,GE80,.,.,.,.,65,85-89,9,GE50,60,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0101380,Etowah County,010138000496,Gaston High Sch,60,GE90,.,.,.,.,5,PS,1,PS,.,.,54,GE90,6,GE50,33,GE90,.,.,30AUG15,29AUG15
ALABAMA,01,0101380,Etowah County,010138000498,Glencoe High Sch,73,85-89,.,.,.,.,.,.,.,.,.,.,73,85-89,3,PS,32,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0101380,Etowah County,010138000505,Sardis High Sch,140,85-89,1,PS,.,.,.,.,7,GE50,.,.,132,90-94,11,GE50,75,80-84,.,.,30AUG15,29AUG15
ALABAMA,01,0101380,Etowah County,010138000506,Southside High Sch,200,85-89,.,.,2,PS,5,PS,.,.,.,.,193,85-89,17,40-59,58,70-79,.,.,30AUG15,29AUG15
ALABAMA,01,0101380,Etowah County,010138000507,West End High Sch,72,85-89,.,.,.,.,.,.,1,PS,.,.,71,85-89,9,GE50,44,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0101380,Etowah County,010138001662,Hokes Bluff High Sch,104,90-94,.,.,.,.,.,.,1,PS,.,.,103,90-94,14,GE50,43,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0101380,Etowah County,010138002076,Etowah Co Alt High Sch,89,15-19,1,PS,.,.,55,LE10,1,PS,.,.,32,20-29,12,LT50,31,LE10,1,PS,30AUG15,29AUG15
ALABAMA,01,0101410,Eufaula City,010141000511,Eufaula High Sch,181,85-89,.,.,.,.,100,85-89,4,PS,2,PS,75,85-89,16,60-79,121,85-89,1,PS,30AUG15,29AUG15
ALABAMA,01,0101440,Fairfield City,010144000516,Fairfield High Preparatory Sch,156,70-74,.,.,.,.,153,75-79,3,PS,.,.,.,.,18,60-79,121,70-74,1,PS,30AUG15,29AUG15
ALABAMA,01,0101470,Fayette County,010147000521,Berry High Sch,43,80-89,.,.,.,.,5,PS,.,.,.,.,38,GE90,4,PS,29,GE80,.,.,30AUG15,29AUG15
ALABAMA,01,0101470,Fayette County,010147000525,Hubbertville Sch,27,GE80,.,.,.,.,.,.,.,.,.,.,27,GE80,2,PS,14,GE50,.,.,30AUG15,29AUG15
ALABAMA,01,0101470,Fayette County,010147001787,Fayette Co High Sch,110,90-94,.,.,.,.,29,GE80,.,.,.,.,81,85-89,5,PS,58,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0101530,Florence City,010153000528,Florence High Sch,283,96,.,.,2,PS,82,GE95,19,GE80,1,PS,179,GE95,4,PS,130,GE95,2,PS,30AUG15,29AUG15
ALABAMA,01,0101530,Florence City,010153000531,Florence Freshman Ctr,3,PS,.,.,.,.,2,PS,.,.,.,.,1,PS,.,.,1,PS,.,.,30AUG15,29AUG15
ALABAMA,01,0101560,Fort Payne City,010156000538,Fort Payne High Sch,183,GE95,.,.,2,PS,11,GE50,52,GE90,4,PS,114,GE95,13,GE50,105,GE95,9,GE50,30AUG15,29AUG15
ALABAMA,01,0101590,Franklin County,010159000541,Belgreen High Sch,35,GE90,.,.,.,.,.,.,2,PS,.,.,33,GE90,8,GE50,24,GE80,.,.,30AUG15,29AUG15
ALABAMA,01,0101590,Franklin County,010159000542,East Franklin Jr High Sch,1,PS,.,.,.,.,.,.,.,.,.,.,1,PS,.,.,1,PS,.,.,30AUG15,29AUG15
ALABAMA,01,0101590,Franklin County,010159000544,Phil Campbell High Sch,70,70-74,.,.,.,.,.,.,3,PS,1,PS,66,70-74,9,GE50,42,60-69,1,PS,30AUG15,29AUG15
ALABAMA,01,0101590,Franklin County,010159000545,Red Bay High Sch,44,GE90,.,.,.,.,1,PS,2,PS,.,.,41,GE90,6,GE50,20,GE80,.,.,30AUG15,29AUG15
ALABAMA,01,0101590,Franklin County,010159000547,Tharptown Elem Sch,1,PS,.,.,.,.,.,.,.,.,.,.,1,PS,.,.,1,PS,.,.,30AUG15,29AUG15
ALABAMA,01,0101590,Franklin County,010159000548,Vina High Sch,26,GE80,.,.,.,.,1,PS,.,.,.,.,25,GE80,4,PS,17,GE80,.,.,30AUG15,29AUG15
ALABAMA,01,0101590,Franklin County,010159001869,Tharptown High Sch,49,70-79,1,PS,.,.,.,.,15,GE50,1,PS,32,60-69,7,GE50,44,80-89,2,PS,30AUG15,29AUG15
ALABAMA,01,0101620,Gadsden City,010162000559,Sansom Middle Sch,2,PS,.,.,.,.,.,.,.,.,.,.,2,PS,.,.,1,PS,.,.,30AUG15,29AUG15
ALABAMA,01,0101620,Gadsden City,010162001368,C I T Y Prog,13,LT50,.,.,.,.,5,PS,.,.,.,.,8,LT50,.,.,10,LT50,.,.,30AUG15,29AUG15
ALABAMA,01,0101620,Gadsden City,010162001824,Gadsden City High Sch,403,73,1,PS,3,PS,218,70-74,24,40-59,2,PS,155,70-74,61,50-54,281,65-69,8,LT50,30AUG15,29AUG15
ALABAMA,01,0101640,Geneva City,010164000567,Geneva High Sch,82,90-94,.,.,.,.,15,GE50,2,PS,.,.,65,90-94,8,GE50,45,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0101660,Geneva County,010166000570,Geneva Co High Sch,52,80-89,.,.,.,.,5,PS,1,PS,.,.,46,70-79,8,GE50,27,60-79,.,.,30AUG15,29AUG15
ALABAMA,01,0101660,Geneva County,010166000571,Samson High Sch,58,70-79,.,.,2,PS,6,GE50,2,PS,.,.,48,70-79,9,GE50,39,70-79,.,.,30AUG15,29AUG15
ALABAMA,01,0101660,Geneva County,010166001519,Slocomb High Sch,74,75-79,1,PS,.,.,7,GE50,7,GE50,.,.,59,80-89,6,LT50,43,70-79,1,PS,30AUG15,29AUG15
ALABAMA,01,0101680,Greene County,010168000576,Greene Co High Sch,72,85-89,.,.,1,PS,70,85-89,1,PS,.,.,.,.,7,GE50,61,85-89,.,.,30AUG15,29AUG15
ALABAMA,01,0101690,Guntersville City,010169000582,Guntersville High Sch,162,GE95,2,PS,5,PS,23,GE80,7,GE50,1,PS,124,GE95,5,PS,53,GE90,2,PS,30AUG15,29AUG15
ALABAMA,01,0101710,Hale County,010171000588,Hale Co High Sch,86,85-89,.,.,.,.,31,GE90,1,PS,.,.,54,80-89,5,PS,38,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0101710,Hale County,010171000592,Sunshine High Sch,15,GE50,.,.,.,.,15,GE50,.,.,.,.,.,.,2,PS,13,GE50,.,.,30AUG15,29AUG15
ALABAMA,01,0101710,Hale County,010171002162,Greensboro High Sch,115,70-74,.,.,.,.,114,70-74,.,.,.,.,1,PS,12,LT50,104,75-79,.,.,30AUG15,29AUG15
ALABAMA,01,0101710,Hale County,010171002165,Akron Comm School,29,GE80,.,.,.,.,29,GE80,.,.,.,.,.,.,2,PS,22,GE80,.,.,30AUG15,29AUG15
ALABAMA,01,0101720,Haleyville City,010172000594,Haleyville High Sch,129,90-94,.,.,1,PS,1,PS,5,PS,1,PS,121,90-94,12,GE50,63,85-89,.,.,30AUG15,29AUG15
ALABAMA,01,0101730,Hartselle City,010173000599,Hartselle High Sch,209,94,2,PS,.,.,16,GE80,.,.,1,PS,190,90-94,5,PS,46,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0101740,Henry County,010174000600,Abbeville High Sch,80,75-79,.,.,1,PS,51,70-79,7,GE50,.,.,21,60-79,3,PS,60,70-79,1,PS,30AUG15,29AUG15
ALABAMA,01,0101740,Henry County,010174000604,Headland High Sch,122,85-89,.,.,.,.,40,GE90,.,.,.,.,82,80-84,15,GE50,65,80-84,.,.,30AUG15,29AUG15
ALABAMA,01,0101760,Homewood City,010176000608,Homewood High Sch,241,96,.,.,3,PS,74,90-94,17,GE80,1,PS,146,GE95,6,LT50,59,GE90,6,GE50,30AUG15,29AUG15
ALABAMA,01,0101770,Houston County,010177000611,Ashford High Sch,112,85-89,.,.,.,.,27,60-79,.,.,1,PS,84,90-94,11,GE50,80,80-84,.,.,30AUG15,29AUG15
ALABAMA,01,0101770,Houston County,010177000612,Cottonwood High Sch,39,GE90,.,.,1,PS,6,GE50,.,.,.,.,32,GE90,1,PS,26,GE80,.,.,30AUG15,29AUG15
ALABAMA,01,0101770,Houston County,010177000614,Houston Co High Sch,66,85-89,.,.,.,.,26,GE80,4,PS,.,.,36,80-89,5,PS,52,GE90,.,.,30AUG15,29AUG15
ALABAMA,01,0101770,Houston County,010177000615,Rehobeth High Sch,151,GE95,.,.,.,.,12,GE50,3,PS,1,PS,135,GE95,15,GE50,62,GE95,.,.,30AUG15,29AUG15
ALABAMA,01,0101770,Houston County,010177000617,Wicksburg High Sch,66,90-94,.,.,.,.,6,GE50,2,PS,.,.,58,GE90,10,GE50,19,GE80,1,PS,30AUG15,29AUG15
ALABAMA,01,0101800,Huntsville City,010180000619,SR Butler High Sch,148,55-59,.,.,.,.,100,65-69,21,60-79,.,.,27,21-39,26,40-59,121,60-64,8,LT50,30AUG15,29AUG15
ALABAMA,01,0101800,Huntsville City,010180000629,Virgil Grissom High Sch,444,93,1,PS,19,GE80,44,80-89,16,GE80,8,GE50,356,94,35,60-69,84,85-89,3,PS,30AUG15,29AUG15
ALABAMA,01,0101800,Huntsville City,010180000631,Huntsville High Sch,393,92,1,PS,14,GE50,64,80-84,11,GE50,4,PS,299,GE95,22,60-79,74,70-74,2,PS,30AUG15,29AUG15
ALABAMA,01,0101800,Huntsville City,010180000633,JO Johnson High Sch,109,75-79,.,.,.,.,99,80-84,2,PS,2,PS,6,GE50,14,GE50,89,80-84,1,PS,30AUG15,29AUG15
ALABAMA,01,0101800,Huntsville City,010180000636,Lee High Sch,222,88,2,PS,1,PS,178,90-94,6,GE50,3,PS,32,70-79,20,60-79,169,85-89,1,PS,30AUG15,29AUG15
ALABAMA,01,0101800,Huntsville City,010180001374,New Century Tech Demo High Sch,80,GE95,2,PS,6,GE50,36,GE90,5,PS,.,.,31,GE90,3,PS,34,GE90,1,PS,30AUG15,29AUG15
ALABAMA,01,0101800,Huntsville City,010180001651,Columbia High School,147,85-89,2,PS,1,PS,98,90-94,10,GE50,5,PS,31,70-79,15,LT50,70,85-89,1,PS,30AUG15,29AUG15
ALABAMA,01,0101830,Jackson County,010183000662,North Sand Mt Sch,70,GE95,13,GE50,.,.,.,.,2,PS,.,.,55,GE90,1,PS,35,GE90,.,.,30AUG15,29AUG15
ALABAMA,01,0101830,Jackson County,010183000663,Paint Rock Valley High Sch,4,PS,1,PS,.,.,.,.,.,.,.,.,3,PS,.,.,2,PS,.,.,30AUG15,29AUG15
ALABAMA,01,0101830,Jackson County,010183000667,Section High Sch,63,GE95,10,GE50,.,.,1,PS,2,PS,.,.,50,GE90,5,PS,39,GE90,1,PS,30AUG15,29AUG15
ALABAMA,01,0101830,Jackson County,010183000668,Skyline High Sch,42,GE90,9,GE50,.,.,.,.,1,PS,.,.,32,GE90,2,PS,22,GE80,.,.,30AUG15,29AUG15
ALABAMA,01,0101830,Jackson County,010183000671,Woodville High Sch,55,GE90,3,PS,.,.,1,PS,.,.,.,.,51,GE90,3,PS,36,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0101830,Jackson County,010183001532,Pisgah High Sch,81,85-89,14,GE50,.,.,.,.,1,PS,1,PS,65,85-89,2,PS,44,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0101830,Jackson County,010183001751,North Jackson High Sch,115,85-89,10,GE50,.,.,10,GE50,4,PS,.,.,91,80-84,10,GE50,70,85-89,2,PS,30AUG15,29AUG15
ALABAMA,01,0101860,Jacksonville City,010186000673,Jacksonville High Sch,123,85-89,1,PS,1,PS,37,70-79,3,PS,2,PS,79,85-89,10,GE50,47,60-69,1,PS,30AUG15,29AUG15
ALABAMA,01,0101890,Jasper City,010189000678,Walker High Sch,199,90-94,.,.,2,PS,46,GE90,3,PS,2,PS,146,90-94,28,GE80,86,85-89,.,.,30AUG15,29AUG15
ALABAMA,01,0101920,Jefferson County,010192000469,Clay-Chalkville High Sch,339,86,1,PS,2,PS,161,80-84,16,GE80,.,.,159,85-89,36,70-79,145,80-84,5,PS,30AUG15,29AUG15
ALABAMA,01,0101920,Jefferson County,010192000698,Corner High Sch,106,GE95,.,.,.,.,.,.,2,PS,.,.,104,GE95,14,GE50,29,GE80,.,.,30AUG15,29AUG15
ALABAMA,01,0101920,Jefferson County,010192000702,Erwin High Sch,218,86,.,.,.,.,206,85-89,3,PS,1,PS,8,GE50,40,80-89,178,85-89,1,PS,30AUG15,29AUG15
ALABAMA,01,0101920,Jefferson County,010192000704,Fultondale High Sch,84,70-74,.,.,1,PS,21,60-79,13,GE50,.,.,49,60-69,6,LT50,55,70-79,3,PS,30AUG15,29AUG15
ALABAMA,01,0101920,Jefferson County,010192000706,Gardendale High Sch,275,90,.,.,4,PS,85,90-94,2,PS,1,PS,183,85-89,6,LT50,80,85-89,1,PS,30AUG15,29AUG15
ALABAMA,01,0101920,Jefferson County,010192000717,Hueytown High Sch,272,88,.,.,.,.,108,90-94,8,GE50,1,PS,155,85-89,36,70-79,132,85-89,4,PS,30AUG15,29AUG15
ALABAMA,01,0101920,Jefferson County,010192000725,McAdory High Sch,238,92,.,.,.,.,120,GE95,15,GE50,1,PS,102,90-94,32,80-89,101,90-94,5,PS,30AUG15,29AUG15
ALABAMA,01,0101920,Jefferson County,010192000728,Mortimer Jordan High Sch,165,GE95,.,.,.,.,13,GE50,1,PS,.,.,151,GE95,2,PS,47,GE90,.,.,30AUG15,29AUG15
ALABAMA,01,0101920,Jefferson County,010192000732,Oak Grove High Sch,131,80-84,1,PS,.,.,1,PS,.,.,.,.,129,80-84,12,GE50,40,70-79,.,.,30AUG15,29AUG15
ALABAMA,01,0101920,Jefferson County,010192000734,Pinson Valley High Sch,246,83,.,.,3,PS,91,85-89,22,60-79,.,.,130,80-84,38,70-79,130,80-84,6,GE50,30AUG15,29AUG15
ALABAMA,01,0101920,Jefferson County,010192000737,Pleasant Grove High Sch,146,GE95,.,.,.,.,101,GE95,.,.,.,.,45,GE90,18,GE80,57,GE90,.,.,30AUG15,29AUG15
ALABAMA,01,0101920,Jefferson County,010192000744,Shades Valley High Sch,333,93,.,.,8,GE50,205,GE95,23,60-79,2,PS,95,85-89,30,GE80,168,90-94,7,LT50,30AUG15,29AUG15
ALABAMA,01,0101920,Jefferson County,010192001680,William E Burkett Multi-Handicapped Ctr,6,LT50,.,.,.,.,2,PS,.,.,.,.,4,PS,5,PS,4,PS,.,.,30AUG15,29AUG15
ALABAMA,01,0101920,Jefferson County,010192001752,Minor High Sch,287,83,.,.,1,PS,238,85-89,3,PS,3,PS,42,60-69,20,40-59,175,80-84,.,.,30AUG15,29AUG15
ALABAMA,01,0101950,Lamar County,010195000756,Sulligent Sch,46,80-89,.,.,.,.,9,GE50,.,.,1,PS,36,80-89,3,PS,25,GE80,.,.,30AUG15,29AUG15
ALABAMA,01,0101950,Lamar County,010195001511,Lamar Co High-Intermediate,75,GE95,.,.,.,.,16,GE80,3,PS,.,.,56,GE90,6,GE50,40,GE90,.,.,30AUG15,29AUG15
ALABAMA,01,0101950,Lamar County,010195001720,South Lamar Sch,40,80-89,.,.,.,.,7,GE50,1,PS,.,.,32,80-89,7,GE50,22,60-79,.,.,30AUG15,29AUG15
ALABAMA,01,0101980,Lanett City,010198000759,Lanett Senior High Sch,52,70-79,.,.,.,.,47,80-89,.,.,.,.,5,PS,5,PS,43,70-79,.,.,30AUG15,29AUG15
ALABAMA,01,0102010,Lauderdale County,010201000764,Brooks High Sch,122,GE95,.,.,1,PS,3,PS,4,PS,.,.,114,GE95,4,PS,36,GE90,.,.,30AUG15,29AUG15
ALABAMA,01,0102010,Lauderdale County,010201000765,Central High Sch,96,90-94,.,.,.,.,5,PS,1,PS,.,.,90,90-94,9,GE50,37,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0102010,Lauderdale County,010201000767,Lauderdale Co High Sch,111,85-89,.,.,.,.,5,PS,1,PS,1,PS,104,85-89,13,GE50,48,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0102010,Lauderdale County,010201000770,Lexington Sch,73,GE95,.,.,.,.,.,.,.,.,.,.,73,GE95,11,GE50,28,GE80,.,.,30AUG15,29AUG15
ALABAMA,01,0102010,Lauderdale County,010201000772,Rogers High Sch,102,90-94,.,.,.,.,2,PS,3,PS,1,PS,96,90-94,7,GE50,46,80-89,2,PS,30AUG15,29AUG15
ALABAMA,01,0102010,Lauderdale County,010201000774,Waterloo High Sch,39,80-89,.,.,.,.,.,.,1,PS,.,.,38,80-89,5,PS,32,70-79,.,.,30AUG15,29AUG15
ALABAMA,01,0102010,Lauderdale County,010201000775,Wilson High Sch,135,85-89,.,.,.,.,2,PS,1,PS,1,PS,131,85-89,15,LT50,68,75-79,.,.,30AUG15,29AUG15
ALABAMA,01,0102040,Lawrence County,010204000776,R A Hubbard High Sch,36,80-89,2,PS,1,PS,28,GE80,1,PS,.,.,4,PS,4,PS,31,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0102040,Lawrence County,010204000780,Hatton High Sch,72,90-94,34,GE90,.,.,.,.,.,.,.,.,38,80-89,8,GE50,27,GE80,.,.,30AUG15,29AUG15
ALABAMA,01,0102040,Lawrence County,010204000783,Lawrence Co High Sch,150,90-94,32,GE90,.,.,15,GE50,2,PS,2,PS,99,85-89,7,GE50,82,85-89,.,.,30AUG15,29AUG15
ALABAMA,01,0102040,Lawrence County,010204001546,East Lawrence High Sch,122,85-89,7,GE50,1,PS,23,GE80,5,PS,1,PS,85,85-89,4,PS,78,85-89,1,PS,30AUG15,29AUG15
ALABAMA,01,0102040,Lawrence County,010204002211,Lawrence County Developmental,2,PS,.,.,.,.,.,.,.,.,.,.,2,PS,2,PS,.,.,.,.,30AUG15,29AUG15
ALABAMA,01,0102070,Lee County,010207000790,Beauregard High Sch,192,80-84,2,PS,2,PS,49,GE90,.,.,.,.,139,80-84,9,LT50,106,85-89,.,.,30AUG15,29AUG15
ALABAMA,01,0102070,Lee County,010207000791,Beulah High Sch,96,85-89,.,.,.,.,12,GE50,.,.,.,.,84,85-89,7,GE50,47,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0102070,Lee County,010207000792,Loachapoka High Sch,48,80-89,.,.,.,.,41,80-89,4,PS,.,.,3,PS,3,PS,42,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0102070,Lee County,010207000795,Smiths Station High Sch,476,82,2,PS,3,PS,105,85-89,14,GE50,1,PS,351,79,37,40-49,206,70-74,.,.,30AUG15,29AUG15
ALABAMA,01,0102100,Limestone County,010210000797,Ardmore High Sch,117,90-94,.,.,1,PS,2,PS,1,PS,.,.,113,90-94,10,GE50,51,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0102100,Limestone County,010210000799,Clements High Sch,85,85-89,.,.,.,.,4,PS,4,PS,.,.,77,85-89,5,PS,30,GE80,2,PS,30AUG15,29AUG15
ALABAMA,01,0102100,Limestone County,010210000800,East Limestone High Sch,190,90-94,.,.,3,PS,29,GE80,2,PS,.,.,156,90-94,11,LT50,47,80-89,1,PS,30AUG15,29AUG15
ALABAMA,01,0102100,Limestone County,010210000808,Tanner High Sch,64,85-89,.,.,.,.,23,GE80,8,GE50,4,PS,29,GE80,8,GE50,31,80-89,1,PS,30AUG15,29AUG15
ALABAMA,01,0102100,Limestone County,010210000810,West Limestone High Sch,120,90-94,1,PS,1,PS,4,PS,5,PS,.,.,109,90-94,12,GE50,60,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0102100,Limestone County,010210001549,Elkmont High Sch,106,85-89,.,.,.,.,4,PS,10,GE50,1,PS,91,85-89,7,LT50,45,80-89,2,PS,30AUG15,29AUG15
ALABAMA,01,0102130,Linden City,010213000813,Linden High Sch,59,80-89,.,.,.,.,55,GE90,1,PS,.,.,3,PS,3,PS,52,GE90,1,PS,30AUG15,29AUG15
ALABAMA,01,0102160,Lowndes County,010216000815,Calhoun High Sch,62,80-84,.,.,.,.,61,85-89,.,.,.,.,1,PS,6,GE50,58,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0102160,Lowndes County,010216000817,Central High Sch,66,80-84,.,.,.,.,66,80-84,.,.,.,.,.,.,6,LT50,66,80-84,.,.,30AUG15,29AUG15
ALABAMA,01,0102190,Macon County,010219000824,Notasulga High Sch,29,GE80,.,.,.,.,28,GE80,.,.,.,.,1,PS,.,.,29,GE80,.,.,30AUG15,29AUG15
ALABAMA,01,0102190,Macon County,010219000826,Tuskegee Inst Middle Sch,1,PS,.,.,.,.,1,PS,.,.,.,.,.,.,.,.,1,PS,.,.,30AUG15,29AUG15
ALABAMA,01,0102190,Macon County,010219001811,Booker T Washington High,168,85-89,.,.,1,PS,167,85-89,.,.,.,.,.,.,12,LT50,168,85-89,1,PS,30AUG15,29AUG15
ALABAMA,01,0102220,Madison County,010222000556,Madison Co High Sch,135,85-89,7,GE50,2,PS,14,GE50,3,PS,1,PS,108,85-89,10,GE50,42,70-79,.,.,30AUG15,29AUG15
ALABAMA,01,0102220,Madison County,010222000836,Hazel Green High Sch,343,91,13,GE50,4,PS,59,GE90,9,GE50,2,PS,256,90-94,30,GE80,112,85-89,2,PS,30AUG15,29AUG15
ALABAMA,01,0102220,Madison County,010222000843,New Hope High Sch,87,90-94,11,GE50,1,PS,3,PS,.,.,1,PS,71,85-89,11,GE50,43,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0102220,Madison County,010222000848,Sparkman High Sch,589,87,12,GE50,12,GE50,196,90-94,13,GE50,10,GE50,346,87,45,50-59,144,65-69,2,PS,30AUG15,29AUG15
ALABAMA,01,0102220,Madison County,010222001683,Buckhorn High Sch,337,92,19,GE80,7,GE50,80,90-94,3,PS,2,PS,226,90-94,22,60-79,105,80-84,1,PS,30AUG15,29AUG15
ALABAMA,01,0102220,Madison County,010222001821,Sparkman Ninth Grade Sch,8,LT50,.,.,.,.,1,PS,.,.,.,.,7,LT50,1,PS,4,PS,.,.,30AUG15,29AUG15
ALABAMA,01,0102250,Marengo County,010225000852,Amelia L. Johnson High Sch,19,GE80,.,.,.,.,19,GE80,.,.,.,.,.,.,6,GE50,18,GE80,.,.,30AUG15,29AUG15
ALABAMA,01,0102250,Marengo County,010225000856,Marengo High Sch,27,GE80,.,.,.,.,27,GE80,.,.,.,.,.,.,2,PS,24,GE80,.,.,30AUG15,29AUG15
ALABAMA,01,0102250,Marengo County,010225000857,Sweet Water High Sch,59,GE90,.,.,1,PS,28,GE80,.,.,.,.,30,GE80,5,PS,35,80-89,.,.,30AUG15,29AUG15
ALABAMA,01,0102310,Marion County,010231000862,Brilliant High Sch,38,80-89,.,.,.,.,.,.,1,PS,.,.,37,80-89,3,PS,17,60-79,.,.,30AUG15,29AUG15
ALABAMA,01,0102310,Marion County,010231000863,Marion Co High Sch,39,GE90,.,.,.,.,4,PS,.,.,.,.,35,GE90,1,PS,21,GE80,.,.,30AUG15,29AUG15
ALABAMA,01,0102310,Marion County,010231000866,Hackleburg Sch,34,70-79,.,.,.,.,1,PS,2,PS,.,.,31,70-79,2,PS,23,60-79,.,.,30AUG15,29AUG15
ALABAMA,01,0102310,Marion County,010231000868,Hamilton High Sch,106,75-79,.,.,1,PS,7,GE50,5,PS,1,PS,92,80-84,10,LT50,46,70-79,.,.,30AUG15,29AUG15
ALABAMA,01,0102310,Marion County,010231000869,Phillips High Sch,31,60-69,1,PS,.,.,.,.,.,.,.,.,30,60-79,5,PS,20,60-79,.,.,30AUG15,29AUG15
ALABAMA,01,0102310,Marion County,010231000985,Marion Co Alt Sch,9,LT50,.,.,.,.,1,PS,.,.,.,.,8,LT50,.,.,7,LT50,.,.,30AUG15,29AUG15
ALABAMA,01,0102350,Midfield City,010235000891,Midfield High Sch,97,75-79,.,.,.,.,95,75-79,.,.,.,.,2,PS,12,GE50,73,85-89,.,.,30AUG15,29AUG15
ALABAMA,01,0102370,Mobile County,010237000898,Ben C Rain High Sch,181,85-89,.,.,.,.,170,85-89,7,LT50,1,PS,3,PS,21,GE80,163,80-84,2,PS,30AUG15,29AUG15
ALABAMA,01,0102370,Mobile County,010237000899,Baker High Sch,570,91,2,PS,14,GE50,170,90-94,15,GE50,1,PS,368,90,44,80-89,230,85-89,4,PS,30AUG15,29AUG15
ALABAMA,01,0102370,Mobile County,010237000900,Mattie T Blount High Sch,253,79,.,.,.,.,248,80-84,1,PS,1,PS,3,PS,28,60-79,218,75-79,.,.,30AUG15,29AUG15
ALABAMA,01,0102370,Mobile County,010237000906,Citronelle High Sch,208,88,41,GE90,.,.,45,GE90,7,GE50,2,PS,113,80-84,21,60-79,146,85-89,.,.,30AUG15,29AUG15
ALABAMA,01,0102370,Mobile County,010237000912,WP Davidson High Sch,361,82,1,PS,23,GE80,236,75-79,14,GE50,1,PS,86,90-94,25,GE80,235,75-79,6,GE50,30AUG15,29AUG15
ALABAMA,01,0102370,Mobile County,010237000934,Mary G Montgomery High Sch,482,85,6,GE50,4,PS,80,GE95,5,PS,2,PS,385,83,52,60-69,248,75-79,.,.,30AUG15,29AUG15
ALABAMA,01,0102370,Mobile County,010237000942,Murphy High Sch,524,83,1,PS,13,GE50,358,82,8,GE50,2,PS,142,85-89,40,70-79,325,81,3,PS,30AUG15,29AUG15
